"constituency_code","constituency_name","polling_station_code","polling_station_name","julius_makau_malombe","jonathan_mwangangi_mueke","david_musila","charity_kaluki_ngilu","votes_cast","rejected_votes","valid_votes","mueke_share","malombe_share","musila_share","ngilu_share","rejection_rate","mueke_vs_malombe","mueke_vs_musila","winner","cluster"
"068","MWINGI WEST","15068033706701","KIUMONI PRIMARY SCHOOL",15,1,136,0,152,0,152,0.657894736842105,9.86842105263158,89.4736842105263,0,0,-14,-135,"Musila","3"
"068","MWINGI WEST","15068033706801","KAVOLOI PRIMARY SCHOOL",40,3,254,0,299,2,297,1.01010101010101,13.4680134680135,85.5218855218855,0,0.668896321070234,-37,-251,"Musila","2"
"068","MWINGI WEST","15068033706901","MATHUNZINI PRIMARY SCHOOL",34,3,176,0,216,2,214,1.4018691588785,15.8878504672897,82.2429906542056,0,0.925925925925926,-31,-173,"Musila","3"
"068","MWINGI WEST","15068033706902","MATHUNZINI PRIMARY SCHOOL",25,4,182,0,211,0,211,1.8957345971564,11.8483412322275,86.2559241706161,0,0,-21,-178,"Musila","3"
"068","MWINGI WEST","15068033707001","MASONINI PRIMARY SCHOOL",23,3,168,0,196,2,194,1.54639175257732,11.8556701030928,86.5979381443299,0,1.02040816326531,-20,-165,"Musila","3"
"068","MWINGI WEST","15068033714101","KATHITA NZAU PRIMARY SCHOOL",34,2,111,0,149,2,147,1.36054421768707,23.1292517006803,75.5102040816327,0,1.34228187919463,-32,-109,"Musila","3"
"068","MWINGI WEST","15068033807101","ITUMBI PRIMARY SCHOOL",20,7,206,0,234,1,233,3.00429184549356,8.58369098712446,88.412017167382,0,0.427350427350427,-13,-199,"Musila","2"
"068","MWINGI WEST","15068033807201","KALILUNI PRIMARY SCHOOL",42,3,305,1,354,3,351,0.854700854700855,11.965811965812,86.8945868945869,0.284900284900285,0.847457627118644,-39,-302,"Musila","2"
"068","MWINGI WEST","15068033807301","ITHAMBWA NGAU SECONDARY SCHOOL",21,3,135,0,160,1,159,1.88679245283019,13.2075471698113,84.9056603773585,0,0.625,-18,-132,"Musila","3"
"068","MWINGI WEST","15068033807401","KYAMBOO PRIMARY SCHOOL",35,6,267,1,317,8,309,1.94174757281553,11.3268608414239,86.4077669902913,0.323624595469256,2.52365930599369,-29,-261,"Musila","2"
"068","MWINGI WEST","15068033807402","KYAMBOO PRIMARY SCHOOL",35,8,267,0,314,4,310,2.58064516129032,11.2903225806452,86.1290322580645,0,1.27388535031847,-27,-259,"Musila","2"
"068","MWINGI WEST","15068033807501","KALEMBWA PRIMARY SCHOOL",50,3,137,0,192,2,190,1.57894736842105,26.3157894736842,72.1052631578947,0,1.04166666666667,-47,-134,"Musila","3"
"068","MWINGI WEST","15068033807601","MIGWANI A.I.C PRIMARY SCHOOL",64,9,290,0,364,1,363,2.47933884297521,17.6308539944904,79.8898071625344,0,0.274725274725275,-55,-281,"Musila","2"
"068","MWINGI WEST","15068033807602","MIGWANI A.I.C PRIMARY SCHOOL",70,5,276,2,353,0,353,1.41643059490085,19.8300283286119,78.1869688385269,0.56657223796034,0,-65,-271,"Musila","2"
"068","MWINGI WEST","15068033807603","MIGWANI A.I.C PRIMARY SCHOOL",52,4,288,0,347,3,344,1.16279069767442,15.1162790697674,83.7209302325581,0,0.864553314121038,-48,-284,"Musila","2"
"068","MWINGI WEST","15068033807701","MIGWANI D.E.B PRIMARY SCHOOL",120,1,87,0,210,2,208,0.480769230769231,57.6923076923077,41.8269230769231,0,0.952380952380952,-119,-86,"Malombe","3"
"068","MWINGI WEST","15068033807801","ITOLONI PRIMARY SCHOOL",33,7,288,0,334,6,328,2.13414634146341,10.0609756097561,87.8048780487805,0,1.79640718562874,-26,-281,"Musila","2"
"068","MWINGI WEST","15068033807901","KAVALYANI PRIMARY SCHOOL",54,4,340,1,403,4,399,1.00250626566416,13.5338345864662,85.2130325814536,0.25062656641604,0.992555831265509,-50,-336,"Musila","2"
"068","MWINGI WEST","15068033808001","KAMUTISYA PRIMARY SCHOOL",15,3,262,0,283,3,280,1.07142857142857,5.35714285714286,93.5714285714286,0,1.06007067137809,-12,-259,"Musila","2"
"068","MWINGI WEST","15068033808002","KAMUTISYA PRIMARY SCHOOL",14,3,248,0,267,2,265,1.13207547169811,5.28301886792453,93.5849056603774,0,0.749063670411985,-11,-245,"Musila","2"
"068","MWINGI WEST","15068033808101","KANG'UUTHENI PRIMARY SCHOOL",37,4,154,0,198,3,195,2.05128205128205,18.974358974359,78.974358974359,0,1.51515151515152,-33,-150,"Musila","3"
"068","MWINGI WEST","15068033808201","NZATANI PRIMARY SCHOOL",26,8,336,1,373,2,371,2.15633423180593,7.00808625336927,90.5660377358491,0.269541778975741,0.536193029490617,-18,-328,"Musila","2"
"068","MWINGI WEST","15068033808301","KANYUUNI PRIMARY SCHOOL",22,0,199,1,224,2,222,0,9.90990990990991,89.6396396396396,0.45045045045045,0.892857142857143,-22,-199,"Musila","2"
"068","MWINGI WEST","15068033808401","KALUU PRIMARY SCHOOL",20,1,146,0,167,0,167,0.598802395209581,11.9760479041916,87.4251497005988,0,0,-19,-145,"Musila","3"
"068","MWINGI WEST","15068033808501","NGONI PRIMARY SCHOOL",8,5,76,0,90,1,89,5.61797752808989,8.98876404494382,85.3932584269663,0,1.11111111111111,-3,-71,"Musila","3"
"068","MWINGI WEST","15068033808601","ILALAMBYU PRIMARY SCHOOL",11,6,226,0,244,1,243,2.46913580246914,4.52674897119342,93.0041152263374,0,0.409836065573771,-5,-220,"Musila","2"
"068","MWINGI WEST","15068033808701","MUNG'ALU PRIMARY SCHOOL",14,2,211,0,232,5,227,0.881057268722467,6.16740088105727,92.9515418502203,0,2.1551724137931,-12,-209,"Musila","2"
"068","MWINGI WEST","15068033808801","KAMUTUNGU PRIMARY SCHOOL",9,3,154,0,166,0,166,1.80722891566265,5.42168674698795,92.7710843373494,0,0,-6,-151,"Musila","3"
"068","MWINGI WEST","15068033808901","NZELUNI PRIMARY SCHOOL",48,6,278,0,335,3,332,1.80722891566265,14.4578313253012,83.7349397590361,0,0.895522388059702,-42,-272,"Musila","2"
"068","MWINGI WEST","15068033809001","MUTHUNZUU PRIMARY SCHOOL",6,2,48,0,56,0,56,3.57142857142857,10.7142857142857,85.7142857142857,0,0,-4,-46,"Musila","3"
"068","MWINGI WEST","15068033809101","KWA KYELU PRIMARY SCHOOL",10,2,129,1,142,0,142,1.40845070422535,7.04225352112676,90.8450704225352,0.704225352112676,0,-8,-127,"Musila","3"
"068","MWINGI WEST","15068033809201","KILUNGU PRIMARY SCHOOL",14,3,188,0,205,0,205,1.46341463414634,6.82926829268293,91.7073170731707,0,0,-11,-185,"Musila","3"
"068","MWINGI WEST","15068033809301","KATALWA PRIMARY SCHOOL",16,3,181,0,200,0,200,1.5,8,90.5,0,0,-13,-178,"Musila","3"
"068","MWINGI WEST","15068033809401","MUTWAATHI PRIMARY SCHOOL",32,3,179,1,220,5,215,1.3953488372093,14.8837209302326,83.2558139534884,0.465116279069767,2.27272727272727,-29,-176,"Musila","3"
"068","MWINGI WEST","15068033809501","MUNYANGE PRIMARY SCHOOL",9,3,104,0,116,0,116,2.58620689655172,7.75862068965517,89.6551724137931,0,0,-6,-101,"Musila","3"
"068","MWINGI WEST","15068033809601","NZALAE PRIMARY SCHOOL",12,0,92,0,104,0,104,0,11.5384615384615,88.4615384615385,0,0,-12,-92,"Musila","3"
"068","MWINGI WEST","15068033809701","NGULUMA PRIMARY SCHOOL",18,2,9,1,31,1,30,6.66666666666667,60,30,3.33333333333333,3.2258064516129,-16,-7,"Malombe","3"
"068","MWINGI WEST","15068033809801","MUMBUNI PRIMARY SCHOOL",58,17,258,1,336,2,334,5.08982035928144,17.3652694610778,77.2455089820359,0.29940119760479,0.595238095238095,-41,-241,"Musila","2"
"068","MWINGI WEST","15068033809802","MUMBUNI PRIMARY SCHOOL",61,10,277,2,351,1,350,2.85714285714286,17.4285714285714,79.1428571428572,0.571428571428571,0.284900284900285,-51,-267,"Musila","2"
"068","MWINGI WEST","15068033809901","KISUNGULA PRIMARY SCHOOL",23,1,137,0,162,1,161,0.62111801242236,14.2857142857143,85.0931677018634,0,0.617283950617284,-22,-136,"Musila","3"
"068","MWINGI WEST","15068033810001","KISOVO PRIMARY SCHOOL",66,5,246,2,321,2,319,1.56739811912226,20.6896551724138,77.115987460815,0.626959247648903,0.623052959501558,-61,-241,"Musila","2"
"068","MWINGI WEST","15068033810101","KILULU PRIMARY SCHOOL",19,2,158,0,179,0,179,1.11731843575419,10.6145251396648,88.268156424581,0,0,-17,-156,"Musila","3"
"068","MWINGI WEST","15068033810201","MATHUMA PRIMARY SCHOOL",25,2,134,1,163,1,162,1.23456790123457,15.4320987654321,82.7160493827161,0.617283950617284,0.613496932515337,-23,-132,"Musila","3"
"068","MWINGI WEST","15068033810301","ITHENG'ELI PRIMARY SCHOOL",13,2,180,0,195,0,195,1.02564102564103,6.66666666666667,92.3076923076923,0,0,-11,-178,"Musila","3"
"068","MWINGI WEST","15068033810401","MUSOLA PRIMARY SCHOOL",11,2,90,0,106,3,103,1.94174757281553,10.6796116504854,87.378640776699,0,2.83018867924528,-9,-88,"Musila","3"
"068","MWINGI WEST","15068033810501","KING'OINI PRIMARY SCHOOL",2,0,5,0,7,0,7,0,28.5714285714286,71.4285714285714,0,0,-2,-5,"Musila","3"
"068","MWINGI WEST","15068033810601","IKENA MWAKI NURSARY SCHOOL",21,3,87,1,112,0,112,2.67857142857143,18.75,77.6785714285714,0.892857142857143,0,-18,-84,"Musila","3"
"068","MWINGI WEST","15068033814201","MWANZENGE PRIMARY SCHOOL",9,1,71,0,81,0,81,1.23456790123457,11.1111111111111,87.6543209876543,0,0,-8,-70,"Musila","3"
"068","MWINGI WEST","15068033910701","KAIRUNGU PRIMARY SCHOOL",74,38,246,0,359,1,358,10.6145251396648,20.6703910614525,68.7150837988827,0,0.278551532033426,-36,-208,"Musila","2"
"068","MWINGI WEST","15068033910801","KAKONGO PRIMARY SCHOOL",86,5,144,0,241,6,235,2.12765957446809,36.5957446808511,61.2765957446808,0,2.4896265560166,-81,-139,"Musila","2"
"068","MWINGI WEST","15068033910802","KAKONGO PRIMARY SCHOOL",65,6,153,1,230,5,225,2.66666666666667,28.8888888888889,68,0.444444444444444,2.17391304347826,-59,-147,"Musila","2"
"068","MWINGI WEST","15068033910901","ITILIKU PRIMARY SCHOOL",111,7,217,1,340,4,336,2.08333333333333,33.0357142857143,64.5833333333333,0.297619047619048,1.17647058823529,-104,-210,"Musila","2"
"068","MWINGI WEST","15068033911001","ITONG'OLANI PRIMARY SCHOOL",114,6,110,1,232,1,231,2.5974025974026,49.3506493506493,47.6190476190476,0.432900432900433,0.431034482758621,-108,-104,"Malombe","2"
"068","MWINGI WEST","15068033911101","MUSONOKE PRIMARY SCHOOL",14,2,103,0,119,0,119,1.68067226890756,11.7647058823529,86.5546218487395,0,0,-12,-101,"Musila","3"
"068","MWINGI WEST","15068033911201","MALATANI PRIMARY SCHOOL",21,1,71,0,95,2,93,1.0752688172043,22.5806451612903,76.3440860215054,0,2.10526315789474,-20,-70,"Musila","3"
"068","MWINGI WEST","15068033911301","NGEMINI PRIMARY SCHOOL",14,4,64,0,83,1,82,4.8780487804878,17.0731707317073,78.0487804878049,0,1.20481927710843,-10,-60,"Musila","3"
"068","MWINGI WEST","15068033911401","KIANZIANI PRIMARY SCHOOL",32,1,83,0,116,0,116,0.862068965517241,27.5862068965517,71.551724137931,0,0,-31,-82,"Musila","3"
"068","MWINGI WEST","15068033911501","NEGYANI PRIMARY SCHOOL",8,0,81,0,89,0,89,0,8.98876404494382,91.0112359550562,0,0,-8,-81,"Musila","3"
"068","MWINGI WEST","15068033911601","MBONDONI PRIMARY SCHOOL",71,5,188,1,265,0,265,1.88679245283019,26.7924528301887,70.9433962264151,0.377358490566038,0,-66,-183,"Musila","2"
"068","MWINGI WEST","15068033911602","MBONDONI PRIMARY SCHOOL",69,7,174,2,256,4,252,2.77777777777778,27.3809523809524,69.0476190476191,0.793650793650794,1.5625,-62,-167,"Musila","2"
"068","MWINGI WEST","15068033911603","MBONDONI PRIMARY SCHOOL",64,5,198,1,276,8,268,1.86567164179104,23.8805970149254,73.8805970149254,0.373134328358209,2.89855072463768,-59,-193,"Musila","2"
"068","MWINGI WEST","15068033911701","UVAITA PRIMARY SCHOOL",92,7,117,2,219,1,218,3.21100917431193,42.2018348623853,53.6697247706422,0.917431192660551,0.45662100456621,-85,-110,"Musila","2"
"068","MWINGI WEST","15068033911801","KIOMO PRIMARY SCHOOL",74,9,259,0,345,3,342,2.63157894736842,21.6374269005848,75.7309941520468,0,0.869565217391304,-65,-250,"Musila","2"
"068","MWINGI WEST","15068033911802","KIOMO PRIMARY SCHOOL",61,13,268,2,347,3,344,3.77906976744186,17.7325581395349,77.9069767441861,0.581395348837209,0.864553314121038,-48,-255,"Musila","2"
"068","MWINGI WEST","15068033911901","MULILUNI PRIMARY SCHOOL",46,3,154,3,208,2,206,1.45631067961165,22.3300970873786,74.7572815533981,1.45631067961165,0.961538461538462,-43,-151,"Musila","3"
"068","MWINGI WEST","15068033912001","MUKUTHU PRIMARY SCHOOL",90,3,91,1,186,1,185,1.62162162162162,48.6486486486487,49.1891891891892,0.540540540540541,0.537634408602151,-87,-88,"Musila","3"
"068","MWINGI WEST","15068033912101","KWA MUNYANZU PRIMARY SCHOOL",34,4,165,0,204,1,203,1.97044334975369,16.7487684729064,81.2807881773399,0,0.490196078431373,-30,-161,"Musila","3"
"068","MWINGI WEST","15068033912201","NZILANI PRIMARY SCHOOL",52,3,66,0,122,1,121,2.47933884297521,42.9752066115703,54.5454545454545,0,0.819672131147541,-49,-63,"Musila","3"
"068","MWINGI WEST","15068033912301","KYETHANI PRIMARY SCHOOL",113,3,129,0,255,10,245,1.22448979591837,46.1224489795918,52.6530612244898,0,3.92156862745098,-110,-126,"Musila","2"
"068","MWINGI WEST","15068033912302","KYETHANI PRIMARY SCHOOL",92,6,154,1,254,1,253,2.37154150197628,36.3636363636364,60.8695652173913,0.395256916996047,0.393700787401575,-86,-148,"Musila","2"
"068","MWINGI WEST","15068033912401","ITENDEU PRIMARY SCHOOL",58,3,209,1,272,1,271,1.1070110701107,21.4022140221402,77.1217712177122,0.3690036900369,0.367647058823529,-55,-206,"Musila","2"
"068","MWINGI WEST","15068033912501","KOLIANI PRIMARY SCHOOL",29,3,88,0,121,1,120,2.5,24.1666666666667,73.3333333333333,0,0.826446280991736,-26,-85,"Musila","3"
"068","MWINGI WEST","15068033912601","WIKITHUKI PRIMARY SCHOOL",49,4,246,2,303,2,301,1.32890365448505,16.2790697674419,81.7275747508306,0.664451827242525,0.66006600660066,-45,-242,"Musila","2"
"068","MWINGI WEST","15068033912701","NZAAIKU PRIMARY SCHOOL",54,0,131,0,187,2,185,0,29.1891891891892,70.8108108108108,0,1.06951871657754,-54,-131,"Musila","3"
"068","MWINGI WEST","15068033912801","WIMBONDO PRIMARY SCHOOL",49,3,151,1,206,2,204,1.47058823529412,24.0196078431373,74.0196078431373,0.490196078431373,0.970873786407767,-46,-148,"Musila","3"
"068","MWINGI WEST","15068033912901","KAMANDIKO PRIMARY SCHOOL",34,3,47,0,84,0,84,3.57142857142857,40.4761904761905,55.952380952381,0,0,-31,-44,"Musila","3"
"068","MWINGI WEST","15068033913001","KARURA PRIMARY SCHOOL",100,4,89,1,194,0,194,2.06185567010309,51.5463917525773,45.8762886597938,0.515463917525773,0,-96,-85,"Malombe","3"
"068","MWINGI WEST","15068033913101","MULATA UTUNDA PRIMARY SCHOOL",69,3,126,0,200,2,198,1.51515151515152,34.8484848484849,63.6363636363636,0,1,-66,-123,"Musila","3"
"068","MWINGI WEST","15068033913201","MAKUTANO PRIMARY SCHOOL",78,2,34,0,115,1,114,1.75438596491228,68.4210526315789,29.8245614035088,0,0.869565217391304,-76,-32,"Malombe","3"
"068","MWINGI WEST","15068033913301","KAVUVWANI PRIMARY SCHOOL",40,6,238,3,289,2,287,2.09059233449477,13.9372822299652,82.9268292682927,1.04529616724739,0.69204152249135,-34,-232,"Musila","2"
"068","MWINGI WEST","15068033913401","TYAA PRIMARY SCHOOL",16,14,88,0,118,0,118,11.864406779661,13.5593220338983,74.5762711864407,0,0,-2,-74,"Musila","3"
"068","MWINGI WEST","15068033913501","MISAI PRIMARY SCHOOL",5,1,118,0,124,0,124,0.806451612903226,4.03225806451613,95.1612903225807,0,0,-4,-117,"Musila","3"
"068","MWINGI WEST","15068033913601","KAVUONI PRIMARY SCHOOL",49,3,250,0,302,0,302,0.993377483443709,16.2251655629139,82.7814569536424,0,0,-46,-247,"Musila","2"
"068","MWINGI WEST","15068033913701","TULIMANI PRIMARY SCHOOL",29,5,75,0,114,5,109,4.58715596330275,26.605504587156,68.8073394495413,0,4.3859649122807,-24,-70,"Musila","3"
"068","MWINGI WEST","15068033913801","KATANGA PRIMARY SCHOOL",22,1,60,1,87,3,84,1.19047619047619,26.1904761904762,71.4285714285714,1.19047619047619,3.44827586206897,-21,-59,"Musila","3"
"068","MWINGI WEST","15068033914301","MAVOLONI PRIMARY SCHOOL",6,2,66,0,74,0,74,2.7027027027027,8.10810810810811,89.1891891891892,0,0,-4,-64,"Musila","3"
"068","MWINGI WEST","15068033914401","KWA MUSYA PRIMARY SCHOOL",25,0,23,0,48,0,48,0,52.0833333333333,47.9166666666667,0,0,-25,-23,"Malombe","3"
"69","MWINGI CENTRAL","15069034000101","KAELA SECONDARY SCHOOL",109,1,226,0,337,1,336,0.297619047619048,32.4404761904762,67.2619047619048,0,0.29673590504451,-108,-225,"Musila","2"
"69","MWINGI CENTRAL","15069034000201","KALISASI PRIMARY SCHOOL",124,3,134,0,266,5,261,1.14942528735632,47.5095785440613,51.3409961685824,0,1.8796992481203,-121,-131,"Musila","2"
"69","MWINGI CENTRAL","15069034000202","KALISASI PRIMARY SCHOOL",145,4,128,0,296,19,277,1.44404332129964,52.3465703971119,46.2093862815885,0,6.41891891891892,-141,-124,"Malombe","1"
"69","MWINGI CENTRAL","15069034000301","KAMUNYU PRI. SCH.",234,6,134,2,426,49,377,1.59151193633952,62.0689655172414,35.5437665782493,0.530503978779841,11.5023474178404,-228,-128,"Malombe","1"
"69","MWINGI CENTRAL","15069034000401","KASINA PRIMARY  SCHOOL",117,12,166,2,298,1,297,4.04040404040404,39.3939393939394,55.8922558922559,0.673400673400673,0.335570469798658,-105,-154,"Musila","2"
"69","MWINGI CENTRAL","15069034000402","KASINA PRIMARY  SCHOOL",100,11,138,0,256,7,249,4.41767068273092,40.1606425702811,55.421686746988,0,2.734375,-89,-127,"Musila","2"
"69","MWINGI CENTRAL","15069034000403","KASINA PRIMARY  SCHOOL",82,9,165,1,259,2,257,3.50194552529183,31.9066147859922,64.2023346303502,0.389105058365759,0.772200772200772,-73,-156,"Musila","2"
"69","MWINGI CENTRAL","15069034000501","KATUMBA PRIMARY  SCHOOL",27,0,70,0,98,1,97,0,27.8350515463918,72.1649484536082,0,1.02040816326531,-27,-70,"Musila","3"
"69","MWINGI CENTRAL","15069034000601","KAUSWINI PRIMARY SCHOOL",54,1,166,1,222,0,222,0.45045045045045,24.3243243243243,74.7747747747748,0.45045045045045,0,-53,-165,"Musila","2"
"69","MWINGI CENTRAL","15069034000701","KITINGA PRIMARY SCHOOL",112,3,100,0,249,34,215,1.3953488372093,52.093023255814,46.5116279069767,0,13.6546184738956,-109,-97,"Malombe","1"
"69","MWINGI CENTRAL","15069034000801","MBORU PRIMARY  SCHOOL",97,7,127,1,237,5,232,3.01724137931034,41.8103448275862,54.7413793103448,0.431034482758621,2.10970464135021,-90,-120,"Musila","2"
"69","MWINGI CENTRAL","15069034000802","MBORU PRIMARY  SCHOOL",98,1,125,1,226,1,225,0.444444444444444,43.5555555555556,55.5555555555556,0.444444444444444,0.442477876106195,-97,-124,"Musila","2"
"69","MWINGI CENTRAL","15069034000901","MULANG'A PRI. SCHOOL",68,1,127,0,200,4,196,0.510204081632653,34.6938775510204,64.7959183673469,0,2,-67,-126,"Musila","3"
"69","MWINGI CENTRAL","15069034001001","MUSILA GARDENS",153,9,156,1,321,2,319,2.82131661442006,47.9623824451411,48.9028213166144,0.313479623824451,0.623052959501558,-144,-147,"Musila","2"
"69","MWINGI CENTRAL","15069034001002","MUSILA GARDENS",146,9,156,1,314,2,312,2.88461538461538,46.7948717948718,50,0.32051282051282,0.636942675159236,-137,-147,"Musila","2"
"69","MWINGI CENTRAL","15069034001003","MUSILA GARDENS",135,11,177,0,325,2,323,3.40557275541796,41.7956656346749,54.7987616099071,0,0.615384615384615,-124,-166,"Musila","2"
"69","MWINGI CENTRAL","15069034001004","MUSILA GARDENS",140,14,153,5,312,0,312,4.48717948717949,44.8717948717949,49.0384615384615,1.6025641025641,0,-126,-139,"Musila","2"
"69","MWINGI CENTRAL","15069034001005","MUSILA GARDENS",120,6,157,0,284,1,283,2.12014134275618,42.4028268551237,55.4770318021201,0,0.352112676056338,-114,-151,"Musila","2"
"69","MWINGI CENTRAL","15069034001006","MUSILA GARDENS",141,6,177,3,331,4,327,1.8348623853211,43.1192660550459,54.1284403669725,0.917431192660551,1.20845921450151,-135,-171,"Musila","2"
"69","MWINGI CENTRAL","15069034001007","MUSILA GARDENS",148,5,174,3,333,0,333,1.5015015015015,44.4444444444444,52.2522522522522,0.900900900900901,0,-143,-169,"Musila","2"
"69","MWINGI CENTRAL","15069034001008","MUSILA GARDENS",153,7,165,1,328,2,326,2.14723926380368,46.9325153374233,50.6134969325153,0.306748466257669,0.609756097560976,-146,-158,"Musila","2"
"69","MWINGI CENTRAL","15069034001009","MUSILA GARDENS",149,15,144,2,312,2,310,4.83870967741935,48.0645161290323,46.4516129032258,0.645161290322581,0.641025641025641,-134,-129,"Malombe","2"
"69","MWINGI CENTRAL","15069034001101","MUSUKINI PRIMARY SCHOOL",93,2,131,1,227,0,227,0.881057268722467,40.9691629955947,57.7092511013216,0.440528634361234,0,-91,-129,"Musila","2"
"69","MWINGI CENTRAL","15069034001102","MUSUKINI PRIMARY SCHOOL",90,0,133,1,226,2,224,0,40.1785714285714,59.375,0.446428571428571,0.884955752212389,-90,-133,"Musila","2"
"69","MWINGI CENTRAL","15069034001201","MWINGI YOUTH POLYTECHNIC.",152,4,179,4,342,3,339,1.17994100294985,44.8377581120944,52.8023598820059,1.17994100294985,0.87719298245614,-148,-175,"Musila","2"
"69","MWINGI CENTRAL","15069034001301","SYONGII SECONDARY SCHOOL",102,5,144,1,255,3,252,1.98412698412698,40.4761904761905,57.1428571428571,0.396825396825397,1.17647058823529,-97,-139,"Musila","2"
"69","MWINGI CENTRAL","15069034001401","YANYONGE NURSERY SCHOOL",27,2,53,0,82,0,82,2.4390243902439,32.9268292682927,64.6341463414634,0,0,-25,-51,"Musila","3"
"69","MWINGI CENTRAL","15069034017001","MWINGI SLAUGHTER HOUSE",99,8,107,1,220,5,215,3.72093023255814,46.046511627907,49.7674418604651,0.465116279069767,2.27272727272727,-91,-99,"Musila","2"
"69","MWINGI CENTRAL","15069034017101","ISEE PRIMARY SCHOOL",39,3,55,1,100,2,98,3.06122448979592,39.7959183673469,56.1224489795918,1.02040816326531,2,-36,-52,"Musila","3"
"69","MWINGI CENTRAL","15069034017201","MALEMBWANI ECDE CENTER",39,0,24,0,72,9,63,0,61.9047619047619,38.0952380952381,0,12.5,-39,-24,"Malombe","1"
"69","MWINGI CENTRAL","15069034017301","MWANYANI PRIMARY SCHOOL",34,1,96,1,132,0,132,0.757575757575758,25.7575757575758,72.7272727272727,0.757575757575758,0,-33,-95,"Musila","3"
"69","MWINGI CENTRAL","15069034017401","KISEVENI PRIMARY SCHOOL",61,2,34,1,98,0,98,2.04081632653061,62.2448979591837,34.6938775510204,1.02040816326531,0,-59,-32,"Malombe","3"
"69","MWINGI CENTRAL","15069034101501","ISEKELE PRE-SCHOOL",98,11,61,1,176,5,171,6.4327485380117,57.3099415204678,35.672514619883,0.584795321637427,2.84090909090909,-87,-50,"Malombe","3"
"69","MWINGI CENTRAL","15069034101601","ITHUMBI PRIMARY SCHOOL",273,3,56,0,335,3,332,0.903614457831325,82.2289156626506,16.8674698795181,0,0.895522388059702,-270,-53,"Malombe","2"
"69","MWINGI CENTRAL","15069034101701","KALANGE PRIMARY SCHOOL.",120,1,43,0,165,1,164,0.609756097560976,73.1707317073171,26.219512195122,0,0.606060606060606,-119,-42,"Malombe","3"
"69","MWINGI CENTRAL","15069034101801","KANYUNGA DISPENSARY",90,3,88,0,182,1,181,1.65745856353591,49.7237569060773,48.6187845303867,0,0.549450549450549,-87,-85,"Malombe","3"
"69","MWINGI CENTRAL","15069034101901","KANZANZU PRIMARY SCHOOL",113,4,68,1,186,0,186,2.1505376344086,60.752688172043,36.5591397849462,0.537634408602151,0,-109,-64,"Malombe","3"
"69","MWINGI CENTRAL","15069034102001","KANZUI PRIMARY SCHOOL",241,7,94,1,345,2,343,2.04081632653061,70.2623906705539,27.4052478134111,0.291545189504373,0.579710144927536,-234,-87,"Malombe","2"
"69","MWINGI CENTRAL","15069034102101","KARUNG'A PRIMARY SCHOOL",143,8,127,1,281,2,279,2.8673835125448,51.2544802867383,45.5197132616487,0.3584229390681,0.711743772241993,-135,-119,"Malombe","2"
"69","MWINGI CENTRAL","15069034102201","KASARANI MARKET",223,5,61,0,290,1,289,1.73010380622837,77.1626297577855,21.1072664359862,0,0.344827586206897,-218,-56,"Malombe","2"
"69","MWINGI CENTRAL","15069034102301","KASEVI PRIMARY SCHOOL",211,4,0,84,303,4,299,1.33779264214047,70.5685618729097,0,28.0936454849498,1.32013201320132,-207,4,"Malombe","2"
"69","MWINGI CENTRAL","15069034102401","KASOVONI PRIMARY SCHOOL",135,3,35,1,174,0,174,1.72413793103448,77.5862068965517,20.1149425287356,0.574712643678161,0,-132,-32,"Malombe","3"
"69","MWINGI CENTRAL","15069034102501","KATUVA PRIMARY SCHOOL",83,3,53,0,139,0,139,2.15827338129496,59.7122302158273,38.1294964028777,0,0,-80,-50,"Malombe","3"
"69","MWINGI CENTRAL","15069034102601","KISAMA PRIMARY SCHOOL",154,6,54,0,216,2,214,2.80373831775701,71.9626168224299,25.2336448598131,0,0.925925925925926,-148,-48,"Malombe","2"
"69","MWINGI CENTRAL","15069034102701","KIVOU PRIMARY SCHOOL",59,3,88,1,151,0,151,1.98675496688742,39.0728476821192,58.2781456953642,0.662251655629139,0,-56,-85,"Musila","3"
"69","MWINGI CENTRAL","15069034102801","KIVOU SECONDARY(NDALANI NURSERY)",106,7,91,0,209,5,204,3.43137254901961,51.9607843137255,44.6078431372549,0,2.39234449760766,-99,-84,"Malombe","3"
"69","MWINGI CENTRAL","15069034102901","KWA NZILI PRIMARY SCHOOL",90,15,81,2,198,10,188,7.97872340425532,47.8723404255319,43.0851063829787,1.06382978723404,5.05050505050505,-75,-66,"Malombe","3"
"69","MWINGI CENTRAL","15069034103001","KYANIKA PRIMARY SCHOOL",177,4,128,2,312,1,311,1.28617363344051,56.9131832797428,41.1575562700965,0.643086816720257,0.32051282051282,-173,-124,"Malombe","2"
"69","MWINGI CENTRAL","15069034103101","KYANUNDU ISCKONI PRIMARY",133,10,67,1,213,2,211,4.739336492891,63.0331753554502,31.7535545023697,0.4739336492891,0.938967136150235,-123,-57,"Malombe","3"
"69","MWINGI CENTRAL","15069034103201","MWINGI DICECE",46,3,52,0,102,1,101,2.97029702970297,45.5445544554455,51.4851485148515,0,0.980392156862745,-43,-49,"Musila","3"
"69","MWINGI CENTRAL","15069034103301","MWINGI PRIMARY SCHOOL",168,12,114,2,298,2,296,4.05405405405405,56.7567567567568,38.5135135135135,0.675675675675676,0.671140939597315,-156,-102,"Malombe","2"
