"constituency_code","constituency_name","polling_station_code","polling_station_name","julius_makau_malombe","jonathan_mwangangi_mueke","david_musila","charity_kaluki_ngilu","votes_cast","rejected_votes","valid_votes","mueke_share","malombe_share","musila_share","ngilu_share","rejection_rate","mueke_vs_malombe","mueke_vs_musila","winner","cluster"
"067","MWINGI NORTH","15067033100101","IKIME PRI SCH",81,3,138,2,225,1,224,1.33928571428571,36.1607142857143,61.6071428571429,0.892857142857143,0.444444444444444,-78,-135,"Musila","2"
"067","MWINGI NORTH","15067033100201","MANGOMBO PRI SCH",84,1,76,1,162,0,162,0.617283950617284,51.8518518518518,46.9135802469136,0.617283950617284,0,-83,-75,"Malombe","3"
"067","MWINGI NORTH","15067033100301","KAANGO NUR SCH",73,1,23,1,100,2,98,1.02040816326531,74.4897959183673,23.469387755102,1.02040816326531,2,-72,-22,"Malombe","3"
"067","MWINGI NORTH","15067033100401","KALW'A PRI SCH",119,4,62,0,187,2,185,2.16216216216216,64.3243243243243,33.5135135135135,0,1.06951871657754,-115,-58,"Malombe","3"
"067","MWINGI NORTH","15067033100501","KWA IKULI NUR SCH",19,1,54,0,74,0,74,1.35135135135135,25.6756756756757,72.972972972973,0,0,-18,-53,"Musila","3"
"067","MWINGI NORTH","15067033100601","MWANGENI PRIMARY SCHOOL",15,1,35,0,51,0,51,1.96078431372549,29.4117647058824,68.6274509803922,0,0,-14,-34,"Musila","3"
"067","MWINGI NORTH","15067033100701","NDUNGUNI PRI SCH",40,1,79,2,123,1,122,0.819672131147541,32.7868852459016,64.7540983606557,1.63934426229508,0.813008130081301,-39,-78,"Musila","3"
"067","MWINGI NORTH","15067033100901","KAMUSILIU PRI SCH",185,13,104,0,303,1,302,4.3046357615894,61.2582781456954,34.4370860927152,0,0.33003300330033,-172,-91,"Malombe","2"
"067","MWINGI NORTH","15067033101001","MUTALA SPG CENTER",61,5,103,1,171,1,170,2.94117647058824,35.8823529411765,60.5882352941176,0.588235294117647,0.584795321637427,-56,-98,"Musila","3"
"067","MWINGI NORTH","15067033101101","NGENGI NURSERY SCHOOL",43,2,21,1,67,0,67,2.98507462686567,64.1791044776119,31.3432835820896,1.49253731343284,0,-41,-19,"Malombe","3"
"067","MWINGI NORTH","15067033101201","KASILUNI NUR SCH",95,1,151,0,249,2,247,0.404858299595142,38.4615384615385,61.1336032388664,0,0.803212851405622,-94,-150,"Musila","2"
"067","MWINGI NORTH","15067033101301","KAVAANI PRI SCH",108,2,138,1,253,4,249,0.803212851405622,43.3734939759036,55.421686746988,0.401606425702811,1.58102766798419,-106,-136,"Musila","2"
"067","MWINGI NORTH","15067033101401","MURINGANI NUR SCH",69,0,59,1,129,0,129,0,53.4883720930233,45.7364341085271,0.775193798449612,0,-69,-59,"Malombe","3"
"067","MWINGI NORTH","15067033101501","MUTAIRU PRI SCH",51,1,115,2,169,0,169,0.591715976331361,30.1775147928994,68.0473372781065,1.18343195266272,0,-50,-114,"Musila","3"
"067","MWINGI NORTH","15067033101601","MANGUU PRI SCH",58,3,135,1,197,0,197,1.52284263959391,29.4416243654822,68.5279187817259,0.50761421319797,0,-55,-132,"Musila","3"
"067","MWINGI NORTH","15067033101701","NGOMENI PRI SCH",77,5,124,1,207,0,207,2.41545893719807,37.1980676328502,59.9033816425121,0.483091787439614,0,-72,-119,"Musila","3"
"067","MWINGI NORTH","15067033101702","NGOMENI PRI SCH",69,2,120,3,196,2,194,1.03092783505155,35.5670103092784,61.8556701030928,1.54639175257732,1.02040816326531,-67,-118,"Musila","3"
"067","MWINGI NORTH","15067033101801","KAMAVUI PRI SCH",47,4,85,2,138,0,138,2.89855072463768,34.0579710144928,61.5942028985507,1.44927536231884,0,-43,-81,"Musila","3"
"067","MWINGI NORTH","15067033101901","KATUMBINI NUR SCH",35,1,81,1,119,1,118,0.847457627118644,29.6610169491525,68.6440677966102,0.847457627118644,0.840336134453782,-34,-80,"Musila","3"
"067","MWINGI NORTH","15067033102001","KIMELA PRI SCH",103,7,252,0,362,0,362,1.93370165745856,28.4530386740331,69.6132596685083,0,0,-96,-245,"Musila","2"
"067","MWINGI NORTH","15067033102101","NZAINI PRI SCH",87,6,141,1,238,3,235,2.5531914893617,37.0212765957447,60,0.425531914893617,1.26050420168067,-81,-135,"Musila","2"
"067","MWINGI NORTH","15067033102201","KAKUNGUU TRADING CTR",21,1,46,1,69,0,69,1.44927536231884,30.4347826086957,66.6666666666667,1.44927536231884,0,-20,-45,"Musila","3"
"067","MWINGI NORTH","15067033102301","MALAWA PRI SCH",56,6,90,0,152,0,152,3.94736842105263,36.8421052631579,59.2105263157895,0,0,-50,-84,"Musila","3"
"067","MWINGI NORTH","15067033102401","MANDONGOI NUR SCH",44,5,189,1,242,3,239,2.09205020920502,18.4100418410042,79.0794979079498,0.418410041841004,1.2396694214876,-39,-184,"Musila","2"
"067","MWINGI NORTH","15067033102501","MITAMISYI NUR SCH",157,7,136,0,301,1,300,2.33333333333333,52.3333333333333,45.3333333333333,0,0.332225913621262,-150,-129,"Malombe","2"
"067","MWINGI NORTH","15067033102601","ILALU PRI SCH",72,11,241,1,328,3,325,3.38461538461538,22.1538461538462,74.1538461538462,0.307692307692308,0.914634146341463,-61,-230,"Musila","2"
"067","MWINGI NORTH","15067033102701","KATHAALANI PRI SCH",55,18,173,1,247,0,247,7.28744939271255,22.2672064777328,70.0404858299595,0.404858299595142,0,-37,-155,"Musila","2"
"067","MWINGI NORTH","15067033102801","MATURUMBE NUR SCH",9,0,52,0,62,1,61,0,14.7540983606557,85.2459016393443,0,1.61290322580645,-9,-52,"Musila","3"
"067","MWINGI NORTH","15067033121801","INYANZAE PRI SCHOOL",22,0,47,0,69,0,69,0,31.8840579710145,68.1159420289855,0,0,-22,-47,"Musila","3"
"067","MWINGI NORTH","15067033121901","IKAAYUNI PRI SCHOOL",40,1,86,4,135,4,131,0.763358778625954,30.5343511450382,65.6488549618321,3.05343511450382,2.96296296296296,-39,-85,"Musila","3"
"067","MWINGI NORTH","15067033122001","MALATANI PRI SCHOOL",15,2,48,1,67,1,66,3.03030303030303,22.7272727272727,72.7272727272727,1.51515151515152,1.49253731343284,-13,-46,"Musila","3"
"067","MWINGI NORTH","15067033122101","MUTULYA SHOPPING CENTRE",31,3,42,1,77,0,77,3.8961038961039,40.2597402597403,54.5454545454545,1.2987012987013,0,-28,-39,"Musila","3"
"067","MWINGI NORTH","15067033200801","KAIRUNGU NUR SCH",34,7,58,1,103,3,100,7,34,58,1,2.9126213592233,-27,-51,"Musila","3"
"067","MWINGI NORTH","15067033202901","GAI PRI SCH",112,6,104,1,225,2,223,2.69058295964126,50.2242152466368,46.6367713004484,0.448430493273543,0.888888888888889,-106,-98,"Malombe","2"
"067","MWINGI NORTH","15067033202902","GAI PRI SCH",96,3,119,4,223,1,222,1.35135135135135,43.2432432432432,53.6036036036036,1.8018018018018,0.448430493273543,-93,-116,"Musila","2"
"067","MWINGI NORTH","15067033203001","KATAKANI PRI SCH",69,6,102,2,182,3,179,3.35195530726257,38.5474860335196,56.9832402234637,1.11731843575419,1.64835164835165,-63,-96,"Musila","3"
"067","MWINGI NORTH","15067033203101","KYUSO GIRLS",49,0,18,1,68,0,68,0,72.0588235294118,26.4705882352941,1.47058823529412,0,-49,-18,"Malombe","3"
"067","MWINGI NORTH","15067033203201","KYUSO MARKET",141,17,136,1,296,1,295,5.76271186440678,47.7966101694915,46.1016949152542,0.338983050847458,0.337837837837838,-124,-119,"Malombe","2"
"067","MWINGI NORTH","15067033203202","KYUSO MARKET",148,10,144,0,308,6,302,3.3112582781457,49.0066225165563,47.682119205298,0,1.94805194805195,-138,-134,"Malombe","2"
"067","MWINGI NORTH","15067033203301","KYUSO PRI SCH",129,9,214,4,360,4,356,2.52808988764045,36.2359550561798,60.1123595505618,1.12359550561798,1.11111111111111,-120,-205,"Musila","2"
"067","MWINGI NORTH","15067033203401","MARISI PRI SCH",69,2,100,0,171,0,171,1.16959064327485,40.3508771929825,58.4795321637427,0,0,-67,-98,"Musila","3"
"067","MWINGI NORTH","15067033203501","MATOONI PRI SCH",77,4,67,2,151,1,150,2.66666666666667,51.3333333333333,44.6666666666667,1.33333333333333,0.662251655629139,-73,-63,"Malombe","3"
"067","MWINGI NORTH","15067033203601","NGENGI PRI SCHOOL",35,2,43,2,82,0,82,2.4390243902439,42.6829268292683,52.4390243902439,2.4390243902439,0,-33,-41,"Musila","3"
"067","MWINGI NORTH","15067033203701","NGOMOLA PRI SCHOOL",29,2,29,2,62,0,62,3.2258064516129,46.7741935483871,46.7741935483871,3.2258064516129,0,-27,-27,"Malombe","3"
"067","MWINGI NORTH","15067033203801","NZAALANI PRI SCH",74,3,81,0,158,0,158,1.89873417721519,46.8354430379747,51.2658227848101,0,0,-71,-78,"Musila","3"
"067","MWINGI NORTH","15067033203901","ITIVA-NZOU PRI SCH",120,0,136,0,259,3,256,0,46.875,53.125,0,1.15830115830116,-120,-136,"Musila","2"
"067","MWINGI NORTH","15067033203902","ITIVA-NZOU PRI SCH",118,3,125,1,248,1,247,1.21457489878543,47.7732793522267,50.6072874493927,0.404858299595142,0.403225806451613,-115,-122,"Musila","2"
"067","MWINGI NORTH","15067033204001","KASARANI (KISEUNI PRI SCH)",24,0,37,0,61,0,61,0,39.344262295082,60.655737704918,0,0,-24,-37,"Musila","3"
"067","MWINGI NORTH","15067033204101","KWANGURU PRI SCH",49,2,116,0,169,2,167,1.19760479041916,29.3413173652695,69.4610778443114,0,1.18343195266272,-47,-114,"Musila","3"
"067","MWINGI NORTH","15067033204201","TII PRI SCH",42,0,83,1,127,1,126,0,33.3333333333333,65.8730158730159,0.793650793650794,0.78740157480315,-42,-83,"Musila","3"
"067","MWINGI NORTH","15067033204301","TULANDULI PRI SCH",109,6,84,3,204,2,202,2.97029702970297,53.960396039604,41.5841584158416,1.48514851485149,0.980392156862745,-103,-78,"Malombe","3"
"067","MWINGI NORTH","15067033204401","IVONYA-NGYA PRI SCH",136,1,144,2,284,1,283,0.353356890459364,48.0565371024735,50.8833922261484,0.706713780918728,0.352112676056338,-135,-143,"Musila","2"
"067","MWINGI NORTH","15067033204501","KALAMBANI PRI SCH",112,5,123,2,244,2,242,2.06611570247934,46.2809917355372,50.8264462809917,0.826446280991736,0.819672131147541,-107,-118,"Musila","2"
"067","MWINGI NORTH","15067033204601","KILANGA NUR SCH",21,1,37,1,60,0,60,1.66666666666667,35,61.6666666666667,1.66666666666667,0,-20,-36,"Musila","3"
"067","MWINGI NORTH","15067033204701","MUGUUSI PRI SCH",44,2,62,0,108,0,108,1.85185185185185,40.7407407407407,57.4074074074074,0,0,-42,-60,"Musila","3"
"067","MWINGI NORTH","15067033204801","KAMUWONGO MARKET.",148,8,101,3,261,1,260,3.07692307692308,56.9230769230769,38.8461538461538,1.15384615384615,0.383141762452107,-140,-93,"Malombe","2"
"067","MWINGI NORTH","15067033204802","KAMUWONGO MARKET.",145,2,92,1,240,0,240,0.833333333333333,60.4166666666667,38.3333333333333,0.416666666666667,0,-143,-90,"Malombe","2"
"067","MWINGI NORTH","15067033204901","KATHUMBINI MARKET",70,3,54,0,127,0,127,2.36220472440945,55.1181102362205,42.5196850393701,0,0,-67,-51,"Malombe","3"
"067","MWINGI NORTH","15067033205001","KYANDOO PRIMARY SCHOOL.",120,4,66,0,190,0,190,2.10526315789474,63.1578947368421,34.7368421052632,0,0,-116,-62,"Malombe","3"
"067","MWINGI NORTH","15067033205101","NGAANI NUR SCH",78,2,58,0,139,1,138,1.44927536231884,56.5217391304348,42.0289855072464,0,0.719424460431655,-76,-56,"Malombe","3"
"067","MWINGI NORTH","15067033205201","KAKUNIKE PRI SCH",95,2,136,0,233,0,233,0.858369098712446,40.7725321888412,58.3690987124464,0,0,-93,-134,"Musila","2"
"067","MWINGI NORTH","15067033205301","KAMUW'ONGO PRI SCH",73,4,65,2,144,0,144,2.77777777777778,50.6944444444444,45.1388888888889,1.38888888888889,0,-69,-61,"Malombe","3"
"067","MWINGI NORTH","15067033205401","MBAUNI PRI SCH",42,4,72,3,121,0,121,3.30578512396694,34.7107438016529,59.504132231405,2.47933884297521,0,-38,-68,"Musila","3"
"067","MWINGI NORTH","15067033205501","KORA NURSERY",58,2,154,2,216,0,216,0.925925925925926,26.8518518518519,71.2962962962963,0.925925925925926,0,-56,-152,"Musila","3"
"067","MWINGI NORTH","15067033205601","KWA VERE PRI SCH",35,1,53,3,91,0,91,1.0989010989011,38.4615384615385,58.2417582417582,3.2967032967033,0,-34,-52,"Musila","3"
"067","MWINGI NORTH","15067033205701","MANZUVA PRI SCH",97,2,50,1,154,4,150,1.33333333333333,64.6666666666667,33.3333333333333,0.666666666666667,2.5974025974026,-95,-48,"Malombe","3"
"067","MWINGI NORTH","15067033205801","MIVUKONI PRI SCH",87,4,191,0,286,4,282,1.41843971631206,30.8510638297872,67.7304964539007,0,1.3986013986014,-83,-187,"Musila","2"
"067","MWINGI NORTH","15067033205901","NGOMANO PRI SCH",18,3,49,0,72,2,70,4.28571428571429,25.7142857142857,70,0,2.77777777777778,-15,-46,"Musila","3"
"067","MWINGI NORTH","15067033206001","KALAA PRI SCH",50,2,58,0,112,2,110,1.81818181818182,45.4545454545455,52.7272727272727,0,1.78571428571429,-48,-56,"Musila","3"
"067","MWINGI NORTH","15067033206101","KALOLE PRI SCH",43,3,124,0,174,4,170,1.76470588235294,25.2941176470588,72.9411764705882,0,2.29885057471264,-40,-121,"Musila","3"
"067","MWINGI NORTH","15067033206201","KAVURUKO NUR SCH",49,2,85,1,140,3,137,1.45985401459854,35.7664233576642,62.043795620438,0.72992700729927,2.14285714285714,-47,-83,"Musila","3"
"067","MWINGI NORTH","15067033206301","MALATANI NUR SCH",31,1,84,1,117,0,117,0.854700854700855,26.4957264957265,71.7948717948718,0.854700854700855,0,-30,-83,"Musila","3"
"067","MWINGI NORTH","15067033206401","MIKWA PRI SCH",108,6,155,1,273,3,270,2.22222222222222,40,57.4074074074074,0.37037037037037,1.0989010989011,-102,-149,"Musila","2"
"067","MWINGI NORTH","15067033206501","NGUNGANI PRI SCHOOL",36,1,52,1,91,1,90,1.11111111111111,40,57.7777777777778,1.11111111111111,1.0989010989011,-35,-51,"Musila","3"
"067","MWINGI NORTH","15067033206601","KANDWIA PRI SCH",132,5,227,2,366,0,366,1.36612021857923,36.0655737704918,62.0218579234973,0.546448087431694,0,-127,-222,"Musila","2"
"067","MWINGI NORTH","15067033206701","KIMANGAO PRI SCH",168,8,220,0,398,2,396,2.02020202020202,42.4242424242424,55.5555555555556,0,0.50251256281407,-160,-212,"Musila","2"
"067","MWINGI NORTH","15067033206801","KIMU PRI SCH",154,13,176,3,347,1,346,3.75722543352601,44.5086705202312,50.8670520231214,0.867052023121387,0.288184438040346,-141,-163,"Musila","2"
"067","MWINGI NORTH","15067033206901","MBANGWANI PRI SCH",72,5,86,0,163,0,163,3.06748466257669,44.1717791411043,52.760736196319,0,0,-67,-81,"Musila","3"
"067","MWINGI NORTH","15067033207001","NDATHANI PRI SCH",113,4,74,2,193,0,193,2.07253886010363,58.5492227979275,38.3419689119171,1.03626943005181,0,-109,-70,"Malombe","3"
"067","MWINGI NORTH","15067033207101","KISEUNI PRI SCH",53,0,38,0,91,0,91,0,58.2417582417582,41.7582417582418,0,0,-53,-38,"Malombe","3"
"067","MWINGI NORTH","15067033207201","KIVANGWA PRI SCH",80,3,70,4,160,3,157,1.91082802547771,50.9554140127389,44.5859872611465,2.54777070063694,1.875,-77,-67,"Malombe","3"
"067","MWINGI NORTH","15067033207301","MANDALA PRI SCH",87,4,77,2,173,3,170,2.35294117647059,51.1764705882353,45.2941176470588,1.17647058823529,1.73410404624277,-83,-73,"Malombe","3"
"067","MWINGI NORTH","15067033207401","KALIANI PRI SCH",80,4,93,2,179,0,179,2.23463687150838,44.6927374301676,51.9553072625698,1.11731843575419,0,-76,-89,"Musila","3"
"067","MWINGI NORTH","15067033207501","KWA KATILE PRI(MASEKI)",278,4,114,1,398,1,397,1.00755667506297,70.0251889168766,28.7153652392947,0.251889168765743,0.251256281407035,-274,-110,"Malombe","2"
"067","MWINGI NORTH","15067033207601","KAMWENGI NUR SCH",18,4,69,1,92,0,92,4.34782608695652,19.5652173913043,75,1.08695652173913,0,-14,-65,"Musila","3"
"067","MWINGI NORTH","15067033207701","KATUKA NUR SCH",47,0,48,1,97,1,96,0,48.9583333333333,50,1.04166666666667,1.03092783505155,-47,-48,"Musila","3"
"067","MWINGI NORTH","15067033207801","MATAKA PRI SCH",59,4,143,4,211,1,210,1.9047619047619,28.0952380952381,68.0952380952381,1.9047619047619,0.4739336492891,-55,-139,"Musila","3"
"067","MWINGI NORTH","15067033207901","ITULU PRI SCH",88,3,81,1,173,0,173,1.73410404624277,50.8670520231214,46.8208092485549,0.578034682080925,0,-85,-78,"Malombe","3"
"067","MWINGI NORTH","15067033208001","KAGHUI PRI SCH",127,4,110,1,242,0,242,1.65289256198347,52.4793388429752,45.4545454545455,0.413223140495868,0,-123,-106,"Malombe","2"
"067","MWINGI NORTH","15067033208101","KAITHANGO  PRI SCHOOL",55,0,44,1,101,1,100,0,55,44,1,0.99009900990099,-55,-44,"Malombe","3"
"067","MWINGI NORTH","15067033208201","KASYATHYU PRI SCH",88,3,57,6,157,3,154,1.94805194805195,57.1428571428571,37.012987012987,3.8961038961039,1.91082802547771,-85,-54,"Malombe","3"
"067","MWINGI NORTH","15067033208301","KWAMUTISYA PRI SCH",13,0,28,1,43,1,42,0,30.952380952381,66.6666666666667,2.38095238095238,2.32558139534884,-13,-28,"Musila","3"
"067","MWINGI NORTH","15067033208401","KYANGWITHYA PRI SCHOOL",70,1,28,0,99,0,99,1.01010101010101,70.7070707070707,28.2828282828283,0,0,-69,-27,"Malombe","3"
"067","MWINGI NORTH","15067033208501","MBUI PRI SCH",89,0,68,0,157,0,157,0,56.687898089172,43.312101910828,0,0,-89,-68,"Malombe","3"
"067","MWINGI NORTH","15067033208601","NGAAIE PRI SCH",144,4,152,1,303,2,301,1.32890365448505,47.8405315614618,50.4983388704319,0.332225913621262,0.66006600660066,-140,-148,"Musila","2"
"067","MWINGI NORTH","15067033208701","KAKOONGO PRI SCH",80,4,183,0,269,2,267,1.49812734082397,29.9625468164794,68.5393258426966,0,0.743494423791822,-76,-179,"Musila","2"
"067","MWINGI NORTH","15067033208801","KANDONGU PRI SCH",53,0,46,0,99,0,99,0,53.5353535353535,46.4646464646465,0,0,-53,-46,"Malombe","3"
"067","MWINGI NORTH","15067033208901","KILULU NUR SCH",26,1,57,0,84,0,84,1.19047619047619,30.952380952381,67.8571428571429,0,0,-25,-56,"Musila","3"
"067","MWINGI NORTH","15067033209001","MANZOLO PRI SCH",37,0,117,0,154,0,154,0,24.025974025974,75.974025974026,0,0,-37,-117,"Musila","3"
"067","MWINGI NORTH","15067033209101","TWIMYUA PRI SCH",88,3,165,0,259,3,256,1.171875,34.375,64.453125,0,1.15830115830116,-85,-162,"Musila","2"
"067","MWINGI NORTH","15067033209201","WIKIMUU NUR SCH",20,1,77,1,100,1,99,1.01010101010101,20.2020202020202,77.7777777777778,1.01010101010101,1,-19,-76,"Musila","3"
"067","MWINGI NORTH","15067033309301","IKOONGO PRI SCH",64,5,93,2,167,3,164,3.04878048780488,39.0243902439024,56.7073170731707,1.21951219512195,1.79640718562874,-59,-88,"Musila","3"
"067","MWINGI NORTH","15067033309401","NGAANI PRI SCH",34,0,167,0,201,0,201,0,16.9154228855721,83.0845771144279,0,0,-34,-167,"Musila","3"
"067","MWINGI NORTH","15067033309501","THUA PRI SCH",69,1,133,0,203,0,203,0.492610837438424,33.9901477832512,65.5172413793103,0,0,-68,-132,"Musila","3"
"067","MWINGI NORTH","15067033309601","KALATINE PRI SCH",88,2,238,3,334,3,331,0.604229607250755,26.5861027190332,71.9033232628399,0.906344410876133,0.898203592814371,-86,-236,"Musila","2"
"067","MWINGI NORTH","15067033309701","KAUNDU PRI SCH",187,2,119,1,309,0,309,0.647249190938511,60.5177993527508,38.5113268608414,0.323624595469256,0,-185,-117,"Malombe","2"
"067","MWINGI NORTH","15067033309801","NGAKONE PRI SCH",33,2,72,0,107,0,107,1.86915887850467,30.8411214953271,67.2897196261682,0,0,-31,-70,"Musila","3"
"067","MWINGI NORTH","15067033309901","ITINDA PRI SCH",46,3,118,1,170,2,168,1.78571428571429,27.3809523809524,70.2380952380952,0.595238095238095,1.17647058823529,-43,-115,"Musila","3"
"067","MWINGI NORTH","15067033310001","KALIWA PRI SCH",123,0,141,0,268,4,264,0,46.5909090909091,53.4090909090909,0,1.49253731343284,-123,-141,"Musila","2"
"067","MWINGI NORTH","15067033310101","KAMATHITU PRI SCH",198,6,93,0,297,0,297,2.02020202020202,66.6666666666667,31.3131313131313,0,0,-192,-87,"Malombe","2"
"067","MWINGI NORTH","15067033310201","KANYOENI FEEDER SCHOOL.",47,1,33,0,82,1,81,1.23456790123457,58.0246913580247,40.7407407407407,0,1.21951219512195,-46,-32,"Malombe","3"
"067","MWINGI NORTH","15067033310301","SYOMUKII PRI SCH",75,1,24,0,100,0,100,1,75,24,0,0,-74,-23,"Malombe","3"
"067","MWINGI NORTH","15067033310401","KANDEKE NUR SCH",59,0,39,1,100,1,99,0,59.5959595959596,39.3939393939394,1.01010101010101,1,-59,-39,"Malombe","3"
"067","MWINGI NORTH","15067033310501","KATHIANI PRI SCH",127,1,112,0,241,1,240,0.416666666666667,52.9166666666667,46.6666666666667,0,0.4149377593361,-126,-111,"Malombe","2"
"067","MWINGI NORTH","15067033310601","KATHUMULANI PRI SCH",116,6,201,0,323,0,323,1.85758513931889,35.9133126934984,62.2291021671827,0,0,-110,-195,"Musila","2"
"067","MWINGI NORTH","15067033310701","NG'OMBENI PRI SCH",80,1,136,0,217,0,217,0.460829493087558,36.8663594470046,62.6728110599078,0,0,-79,-135,"Musila","2"
"067","MWINGI NORTH","15067033310801","NGUUKU PRI SCH",83,3,177,0,265,2,263,1.14068441064639,31.5589353612167,67.3003802281369,0,0.754716981132076,-80,-174,"Musila","2"
"067","MWINGI NORTH","15067033310901","KANYUNGU PRI SCH",20,3,53,1,78,1,77,3.8961038961039,25.974025974026,68.8311688311688,1.2987012987013,1.28205128205128,-17,-50,"Musila","3"
"067","MWINGI NORTH","15067033311001","MPUKU PRI SCH",12,2,40,0,54,0,54,3.7037037037037,22.2222222222222,74.0740740740741,0,0,-10,-38,"Musila","3"
"067","MWINGI NORTH","15067033311101","MUVINGE PRI SCH",115,3,190,2,312,2,310,0.967741935483871,37.0967741935484,61.2903225806452,0.645161290322581,0.641025641025641,-112,-187,"Musila","2"
"067","MWINGI NORTH","15067033311201","SYUMBETI FEEDER SCHOOL.",57,2,38,1,99,1,98,2.04081632653061,58.1632653061224,38.7755102040816,1.02040816326531,1.01010101010101,-55,-36,"Malombe","3"
"067","MWINGI NORTH","15067033311301","KASYALANI PRI SCH",92,4,293,1,390,0,390,1.02564102564103,23.5897435897436,75.1282051282051,0.256410256410256,0,-88,-289,"Musila","2"
"067","MWINGI NORTH","15067033311401","NYAMA -NZEI PRI SCH",63,8,124,1,198,2,196,4.08163265306122,32.1428571428571,63.265306122449,0.510204081632653,1.01010101010101,-55,-116,"Musila","3"
"067","MWINGI NORTH","15067033311501","KANZINWA PRI SCH",259,5,64,2,330,0,330,1.51515151515152,78.4848484848485,19.3939393939394,0.606060606060606,0,-254,-59,"Malombe","2"
"067","MWINGI NORTH","15067033311601","KATSE PRI SCH",288,3,91,0,387,5,382,0.785340314136126,75.3926701570681,23.8219895287958,0,1.29198966408269,-285,-88,"Malombe","2"
"067","MWINGI NORTH","15067033311701","KATSE SEC SCHOOL.",70,3,23,0,96,0,96,3.125,72.9166666666667,23.9583333333333,0,0,-67,-20,"Malombe","3"
"067","MWINGI NORTH","15067033311801","KATUKA PRI SCH",131,0,28,1,160,0,160,0,81.875,17.5,0.625,0,-131,-28,"Malombe","3"
"067","MWINGI NORTH","15067033311901","KIISI FEEDER",41,1,33,0,78,3,75,1.33333333333333,54.6666666666667,44,0,3.84615384615385,-40,-32,"Malombe","3"
"067","MWINGI NORTH","15067033312001","MBARANI PRI SCH",96,0,47,1,145,1,144,0,66.6666666666667,32.6388888888889,0.694444444444444,0.689655172413793,-96,-47,"Malombe","3"
"067","MWINGI NORTH","15067033312101","IRIRA MARKET",12,6,25,0,43,0,43,13.953488372093,27.906976744186,58.1395348837209,0,0,-6,-19,"Musila","3"
"067","MWINGI NORTH","15067033312201","KATAMA PRI SCH",23,1,85,0,110,1,109,0.917431192660551,21.1009174311927,77.9816513761468,0,0.909090909090909,-22,-84,"Musila","3"
"067","MWINGI NORTH","15067033312301","KITHIOKO MKT",14,1,78,0,93,0,93,1.0752688172043,15.0537634408602,83.8709677419355,0,0,-13,-77,"Musila","3"
"067","MWINGI NORTH","15067033312401","MUKINDU NUR SCH",60,3,132,1,196,0,196,1.53061224489796,30.6122448979592,67.3469387755102,0.510204081632653,0,-57,-129,"Musila","3"
"067","MWINGI NORTH","15067033312501","KASIONI PRI SCH",73,5,94,3,175,0,175,2.85714285714286,41.7142857142857,53.7142857142857,1.71428571428571,0,-68,-89,"Musila","3"
"067","MWINGI NORTH","15067033312601","MUSOSYA PRI SCH",137,1,34,2,177,3,174,0.574712643678161,78.735632183908,19.5402298850575,1.14942528735632,1.69491525423729,-136,-33,"Malombe","3"
"067","MWINGI NORTH","15067033312701","MUTIUNI PRI SCH",39,0,100,0,139,0,139,0,28.0575539568345,71.9424460431655,0,0,-39,-100,"Musila","3"
"067","MWINGI NORTH","15067033312801","KAISINGA PRI SCH",44,0,106,3,153,0,153,0,28.7581699346405,69.281045751634,1.96078431372549,0,-44,-106,"Musila","3"
"067","MWINGI NORTH","15067033312901","KWA KATHUKYA T.C",48,2,56,1,107,0,107,1.86915887850467,44.8598130841121,52.3364485981308,0.934579439252336,0,-46,-54,"Musila","3"
"067","MWINGI NORTH","15067033313001","KWA MUSILA PRI SCH",49,6,69,0,124,1,123,4.8780487804878,39.8373983739837,56.0975609756098,0,0.806451612903226,-43,-63,"Musila","3"
"067","MWINGI NORTH","15067033313101","MBANGWANI  TRC",48,2,41,0,92,1,91,2.1978021978022,52.7472527472528,45.0549450549451,0,1.08695652173913,-46,-39,"Malombe","3"
"067","MWINGI NORTH","15067033313201","ITHUNZI PRI.",46,6,98,1,154,3,151,3.97350993377483,30.4635761589404,64.9006622516556,0.662251655629139,1.94805194805195,-40,-92,"Musila","3"
"067","MWINGI NORTH","15067033313301","KAMBUSU PRI SCH",148,6,105,6,267,2,265,2.26415094339623,55.8490566037736,39.622641509434,2.26415094339623,0.749063670411985,-142,-99,"Malombe","2"
"067","MWINGI NORTH","15067033313401","NGUNGANI NUR SCH",123,7,258,0,392,4,388,1.80412371134021,31.701030927835,66.4948453608247,0,1.02040816326531,-116,-251,"Musila","2"
"067","MWINGI NORTH","15067033313501","TONDORA PRI SCH",39,0,108,1,148,0,148,0,26.3513513513513,72.972972972973,0.675675675675676,0,-39,-108,"Musila","3"
"067","MWINGI NORTH","15067033313601","KALIANI FEEDER SCH",43,1,94,0,138,0,138,0.72463768115942,31.1594202898551,68.1159420289855,0,0,-42,-93,"Musila","3"
"067","MWINGI NORTH","15067033313701","KATUUNI PRI SCH",198,1,123,3,325,0,325,0.307692307692308,60.9230769230769,37.8461538461538,0.923076923076923,0,-197,-122,"Malombe","2"
"067","MWINGI NORTH","15067033313801","MASUKANIONI PRI SCH",107,5,142,2,256,0,256,1.953125,41.796875,55.46875,0.78125,0,-102,-137,"Musila","2"
"067","MWINGI NORTH","15067033313901","MUTHWANI PRI SCH",160,4,149,3,316,0,316,1.26582278481013,50.6329113924051,47.1518987341772,0.949367088607595,0,-156,-145,"Malombe","2"
