"constituency_name","polling_station_code","polling_station_name","votes_cast","julius_makau_malombe","jonathan_mwangangi_mueke","david_musila","charity_kaluki_ngilu","winner"
"KITUI CENTRAL","15072035710701","NZUKINI PRIMARY SCHOOL",296,224,26,40,4,"Malombe"
"KITUI CENTRAL","15072035710801","KISEKINI PRIMARY",251,198,8,43,2,"Malombe"
"KITUI CENTRAL","15072035710901","KATHUNGI PRIMARY SCHOOL",236,206,6,22,1,"Malombe"
"KITUI CENTRAL","15072035710902","KATHUNGI PRIMARY SCHOOL",243,206,9,24,2,"Malombe"
"KITUI CENTRAL","15072035711001","KATULANI SOCIAL HALL",300,240,15,35,9,"Malombe"
"KITUI CENTRAL","15072035711101","KAMUTI PRIMARY SCHOOL",222,177,7,32,2,"Malombe"
"KITUI CENTRAL","15072035711201","NZUNGUNI PRIMARY SCHOOL",108,96,4,8,0,"Malombe"
"KITUI CENTRAL","15072035711301","KANYUMU PRIMARY SCHOOL",120,104,2,11,3,"Malombe"
"KITUI CENTRAL","15072035711401","KITHAMBA NGII PRIMARY SCHOOL",209,170,8,29,1,"Malombe"
"KITUI CENTRAL","15072035711501","KATHUKINI PRIMARY SCHOOL",398,332,6,52,6,"Malombe"
"KITUI CENTRAL","15072035711601","MAAMANI PRIMARY SCHOOL",108,62,5,38,2,"Malombe"
"KITUI CENTRAL","15072035711701","MAAINI PRIMARY SCHOOL",150,107,3,40,0,"Malombe"
"KITUI CENTRAL","15072035711801","MULANGO GIRLS SECONDARY SCHOOL",191,163,7,21,0,"Malombe"
"KITUI CENTRAL","15072035711901","KYANGULU NURSERY SCHOOL",68,56,3,8,0,"Malombe"
"KITUI CENTRAL","15072035712001","MUSYAU PRIMARY SCHOOL",165,106,13,43,1,"Malombe"
"KITUI CENTRAL","15072035712101","KILUKUYA PRIMARY SCHOOL",219,143,13,56,4,"Malombe"
"KITUI CENTRAL","15072035712201","SYILUMANI PRIMARY SCHOOL",84,74,0,7,0,"Malombe"
"KITUI CENTRAL","15072035712301","IVUKU PRIMARY SCHOOL",200,171,3,24,0,"Malombe"
"KITUI CENTRAL","15072035712401","KANGUNDO PRIMARY SCHOOL",78,48,2,28,0,"Malombe"
"KITUI CENTRAL","15072035715901","MWANIA PRIMARY",62,58,1,2,0,"Malombe"
"KITUI CENTRAL","15072035716301","KYANDUI PRIMARY SCHOOL",185,165,4,11,1,"Malombe"
"KITUI CENTRAL","15072035812501","MUTUNE GIRLS PRIMARY SCHOOL",181,139,27,14,1,"Malombe"
"KITUI CENTRAL","15072035812601","KILUNGU PRIMARY SCHOOL",251,182,26,42,1,"Malombe"
"KITUI CENTRAL","15072035812701","ST.PATRICKS SECONDARY SCHOOL-MUTUNE",239,173,40,26,0,"Malombe"
"KITUI CENTRAL","15072035812801","KAVUTINI PRIMARY SCHOOL",280,213,25,38,2,"Malombe"
"KITUI CENTRAL","15072035812901","WANZUA PRIMARY SCHOOL",264,141,11,112,0,"Malombe"
"KITUI CENTRAL","15072035813001","KITIMUI PRIMARY SCHOOL",219,167,7,41,2,"Malombe"
"KITUI CENTRAL","15072035813101","KWA MBOO PRIMARY SCHOOL",325,172,12,140,1,"Malombe"
"KITUI CENTRAL","15072035813201","NGUMBWA PRIMARY SCHOOL",184,155,3,25,0,"Malombe"
"KITUI CENTRAL","15072035813301","KWA-UKUNGU PRIMARY SCHOOL",380,290,21,62,4,"Malombe"
"KITUI CENTRAL","15072035813302","KWA-UKUNGU PRIMARY SCHOOL",365,290,19,55,1,"Malombe"
"KITUI CENTRAL","15072035813401","MULUNDI PRIMARY SCHOOL",422,368,25,24,4,"Malombe"
"KITUI CENTRAL","15072035813402","MULUNDI PRIMARY SCHOOL",423,372,21,24,3,"Malombe"
"KITUI CENTRAL","15072035813501","MAKUTANO MARKET",370,300,28,40,1,"Malombe"
"KITUI CENTRAL","15072035813601","MAKUTANO PRIMARY SCHOOL",307,248,35,21,3,"Malombe"
"KITUI CENTRAL","15072035813701","KALAWA PRIMARY SCHOOL",180,152,6,20,0,"Malombe"
"KITUI CENTRAL","15072035813801","KWA-NGINDU PRIMARY SCHOOL",339,271,30,31,3,"Malombe"
"KITUI CENTRAL","15072035813802","KWA-NGINDU PRIMARY SCHOOL",343,288,15,37,1,"Malombe"
"KITUI CENTRAL","15072035813803","KWA-NGINDU PRIMARY SCHOOL",349,290,25,31,1,"Malombe"
"KITUI CENTRAL","15072035813901","KWANZOU PRIMARY SCHOOL",130,109,6,14,1,"Malombe"
"KITUI CENTRAL","15072035814001","KYALILINI PRIMARY SCHOOL",289,188,8,87,4,"Malombe"
"KITUI CENTRAL","15072035814101","WALUKU PRIMARY SCHOOL",283,176,19,84,2,"Malombe"
"KITUI CENTRAL","15072035814201","MUSEVE PRIMARY SCHOOL",328,245,15,64,2,"Malombe"
"KITUI CENTRAL","15072035814202","MUSEVE PRIMARY SCHOOL",322,209,8,102,2,"Malombe"
"KITUI CENTRAL","15072035814301","NGWANI MARKET",227,187,17,19,2,"Malombe"
"KITUI CENTRAL","15072035814302","NGWANI MARKET",229,199,12,15,2,"Malombe"
"KITUI CENTRAL","15072035814401","KATIA PRIMARY SCHOOL.",228,194,4,29,1,"Malombe"
"KITUI CENTRAL","15072035814501","MUTULUKUNI SECONDARY SCHOOL",261,151,17,90,3,"Malombe"
"KITUI CENTRAL","15072035814601","KWA-NGINDU SECONDARY SCHOOL",102,76,14,8,0,"Malombe"
"KITUI CENTRAL","15072035814701","KABAA SECONDARY SCHOOL",377,334,2,34,1,"Malombe"
"KITUI CENTRAL","15072035814801","ST. THOMAS AQUINAS-KALAWA 
SECONDARY SCHOOL.",103,85,11,5,1,"Malombe"
"KITUI CENTRAL","15072035814901","KITUI PRIMARY SCHOOL",178,118,7,50,1,"Malombe"
"KITUI CENTRAL","15072035815001","IVAINI SECONDARY SCHOOL",215,119,9,85,1,"Malombe"
"KITUI CENTRAL","15072035815101","KASYALA PRIMARY SCHOOL",274,225,6,41,6,"Malombe"
"KITUI CENTRAL","15072035815201","KANG'AU PRIMARY SCHOOL",300,177,21,101,1,"Malombe"
"KITUI CENTRAL","15072035815301","ST. ANGELAS GIRLS SEC. SCH.",257,203,22,27,1,"Malombe"
"KITUI CENTRAL","15072035815401","KWA KAME",119,95,6,16,0,"Malombe"
"KITUI CENTRAL","15072035815801","NGUNGI PRIMARY",80,59,3,18,0,"Malombe"
"KITUI EAST","15073035900101","NGUNGI PRIMARY SCHOOL",386,236,9,136,0,"Malombe"
"KITUI EAST","15073035900201","THUA PRIMARY SCHOOL",216,181,3,29,0,"Malombe"
"KITUI EAST","15073035900301","KASUNGUNI PRIMARY SCHOOL",255,152,5,91,0,"Malombe"
"KITUI EAST","15073035900401","ZOMBE PRIMARY SCHOOL",319,213,27,74,1,"Malombe"
"KITUI EAST","15073035900402","ZOMBE PRIMARY SCHOOL",326,216,16,89,2,"Malombe"
"KITUI EAST","15073035900501","KAUMU PRIMARY SCHOOL",300,158,6,130,1,"Malombe"
"KITUI EAST","15073035900601","KATHANDE PRIMARY SCHOOL",205,135,17,50,0,"Malombe"
"KITUI EAST","15073035900701","KAVAANI PRIMARY SCHOOL",382,245,15,119,0,"Malombe"
"KITUI EAST","15073035900801","ITHANGATHI PRIMARY SCHOOL",244,195,5,43,0,"Malombe"
"KITUI EAST","15073035900901","MAKONGO PRIMARY SCHOOL",319,281,6,30,1,"Malombe"
"KITUI EAST","15073035901001","YAMANZA PRIMARY SCHOOL",87,71,0,16,0,"Malombe"
"KITUI EAST","15073035901101","IMBUVU PRIMARY SCHOOL",157,123,0,32,0,"Malombe"
"KITUI EAST","15073035901201","NGAAKA YAKWA PRIMARY SCHOOL",237,165,2,69,0,"Malombe"
"KITUI EAST","15073035901202","NGAAKA YAKWA PRIMARY SCHOOL",240,174,1,65,0,"Malombe"
"KITUI EAST","15073035901301","KATIKONI PRIMARY SCHOOL",219,113,8,97,0,"Malombe"
"KITUI EAST","15073035901401","MWITIKA PRIMARY SCHOOL",286,219,5,60,0,"Malombe"
"KITUI EAST","15073035901402","MWITIKA PRIMARY SCHOOL",271,210,10,44,2,"Malombe"
"KITUI EAST","15073035901501","KIKUU PRIMARY SCHOOL",425,317,6,91,7,"Malombe"
"KITUI EAST","15073035901601","KALINGA PRIMARY SCHOOL",256,149,5,98,4,"Malombe"
"KITUI EAST","15073035901701","KYULULU PRIMARY SCHOOL",317,213,21,82,1,"Malombe"
"KITUI EAST","15073035901801","NZILANI PRUIMARY SCHOOL",172,62,3,105,2,"Musila"
"KITUI EAST","15073035901901","MALATANI PRIMARY SCHOOL",249,141,33,75,0,"Malombe"
"KITUI EAST","15073035902001","NZOOKONI PRIMARY SCHOOL",61,49,2,8,1,"Malombe"
"KITUI EAST","15073035902101","KANDONGO PRIMARY SCHOOL",229,125,3,93,8,"Malombe"
"KITUI EAST","15073035902201","KABATI PRIMARY SCHOOL",230,116,7,107,0,"Malombe"
"KITUI EAST","15073035902301","NZUNGUI PRIMARY SCHOOL",107,76,1,30,0,"Malombe"
"KITUI EAST","15073035902401","MAVIA MAIYU PRIMARY SCHOOL",173,76,1,95,1,"Musila"
"KITUI EAST","15073035902501","KAWEA PRIMARY SCHOOL",417,231,10,171,1,"Malombe"
"KITUI EAST","15073035902601","NGAIKINI NUSERY SCHOOL",83,38,1,44,0,"Musila"
"KITUI EAST","15073035902701","ZOMBE CANTEEN",206,120,13,72,1,"Malombe"
"KITUI EAST","15073035902801","KISIUNI PRIMARY  SCHOOL",60,35,0,24,1,"Malombe"
"KITUI EAST","15073035902901","NGUUNI PRIMARY SCHOOL",128,83,0,44,1,"Malombe"
"KITUI EAST","15073035903001","KYANGENI PRIMARY SCHOOL",147,111,1,33,2,"Malombe"
"KITUI EAST","15073035903101","NGUUNI NURSERY SCHOOL",79,55,4,15,0,"Malombe"
"KITUI EAST","15073035915701","NGELANI PRIMARY SCHOOL",58,16,0,41,0,"Musila"
"KITUI EAST","15073035915801","MASUNGU PRIMARY SCHOOL",59,31,2,25,1,"Malombe"
"KITUI EAST","15073035915901","KALULI NURSERY",164,108,3,52,1,"Malombe"
"KITUI EAST","15073035916001","WANAMBA PRIMARY SCHOOL",115,78,3,32,0,"Malombe"
"KITUI EAST","15073035916101","KONGOEA PRIMARY SCHOOL",145,128,2,13,1,"Malombe"
"KITUI EAST","15073035916201","MANGOLA PRIMARY SCHOOL",78,44,2,31,1,"Malombe"
"KITUI EAST","15073035916301","KANGULI PRIMARY SCHOOL",79,61,1,17,0,"Malombe"
"KITUI EAST","15073035916401","KILIMBONI PRIMARY SCHOOL",105,87,3,13,2,"Malombe"
"KITUI EAST","15073036003201","CHULUNI GIRLS' SECONDARY  SCHOOL",305,187,55,57,2,"Malombe"
"KITUI EAST","15073036003301","MOI PRIMARY SCHOOL",383,307,23,50,1,"Malombe"
"KITUI EAST","15073036003302","MOI PRIMARY SCHOOL",402,327,31,41,1,"Malombe"
"KITUI EAST","15073036003401","KAVALULA PRIMARY SCHOOL",304,209,62,30,2,"Malombe"
"KITUI EAST","15073036003402","KAVALULA PRIMARY SCHOOL",312,201,71,37,1,"Malombe"
"KITUI EAST","15073036003501","KILONZO PRIMARY SCHOOL",271,186,37,42,4,"Malombe"
"KITUI EAST","15073036003502","KILONZO PRIMARY SCHOOL",275,179,47,42,5,"Malombe"
"KITUI EAST","15073036003601","KIINI PRIMARY SCHOOL",305,232,22,46,4,"Malombe"
"KITUI EAST","15073036003602","KIINI PRIMARY SCHOOL",295,199,13,78,4,"Malombe"
"KITUI EAST","15073036003701","IKUYUNI PRIMARY SCHOOL",341,283,10,47,0,"Malombe"
"KITUI EAST","15073036003801","KANGWENI PRIMARY SCHOOL",242,187,9,43,1,"Malombe"
"KITUI EAST","15073036003802","KANGWENI PRIMARY SCHOOL",262,199,7,54,0,"Malombe"
"KITUI EAST","15073036003901","NGENGI PRIMARY SCHOOL",321,171,80,44,2,"Malombe"
"KITUI EAST","15073036004001","SYOMBUKU PRIMARY SCHOOL",327,266,18,38,2,"Malombe"
"KITUI EAST","15073036004002","SYOMBUKU PRIMARY SCHOOL",333,285,12,32,2,"Malombe"
"KITUI EAST","15073036004101","MATHULINI PRIMARY SCHOOL",367,298,48,20,1,"Malombe"
"KITUI EAST","15073036004201","KAVINGO PRIMARY SCHOOL",262,189,18,45,2,"Malombe"
"KITUI EAST","15073036004301","KYUNDUANI PRIMARY SCHOOL",341,260,10,60,3,"Malombe"
"KITUI EAST","15073036004401","KAMUUNGU PRIMARY SCHOOL",188,122,11,51,4,"Malombe"
"KITUI EAST","15073036004501","NZAMBANI PRIMARY SCHOOL",107,56,18,31,2,"Malombe"
"KITUI EAST","15073036004601","SEED OF HOPE POLYTECHNIC",82,63,4,13,2,"Malombe"
"KITUI EAST","15073036004701","KUNGULUNI PRIMARY SCHOOL",171,131,17,22,0,"Malombe"
"KITUI EAST","15073036004801","KISAYANI PRIMARY  SCHOOL",103,80,7,14,1,"Malombe"
"KITUI EAST","15073036004901","KWA KINYAI CENTRE",242,158,36,46,2,"Malombe"
"KITUI EAST","15073036004902","KWA KINYAI CENTRE",251,151,38,59,3,"Malombe"
"KITUI EAST","15073036005001","KATEKE PRIMARY SCHOOL",196,128,9,58,1,"Malombe"
"KITUI EAST","15073036016501","KITUI SDA",64,51,1,12,0,"Malombe"
"KITUI EAST","15073036016601","KILUILU MOBILE POLLING STATION",189,160,5,24,0,"Malombe"
"KITUI EAST","15073036105101","ITHUMULA PRIMARY SCHOOL",313,229,23,56,2,"Malombe"
"KITUI EAST","15073036105102","ITHUMULA PRIMARY SCHOOL",345,259,21,58,4,"Malombe"
"KITUI EAST","15073036105103","ITHUMULA PRIMARY SCHOOL",312,229,30,45,4,"Malombe"
"KITUI EAST","15073036105201","KAMALE PRIMARY SCHOOL",360,266,10,81,3,"Malombe"
"KITUI EAST","15073036105202","KAMALE PRIMARY SCHOOL",383,278,11,85,6,"Malombe"
"KITUI EAST","15073036105301","KANZAUWU PRIMARY SCHOOL",326,239,6,76,0,"Malombe"
"KITUI EAST","15073036105401","NZANGATHI PRIMARY SCHOOL",276,202,4,64,3,"Malombe"
"KITUI EAST","15073036105402","NZANGATHI PRIMARY SCHOOL",240,159,12,67,1,"Malombe"
"KITUI EAST","15073036105501","KANDUTI PRIMARY SCHOOL",266,228,7,28,0,"Malombe"
"KITUI EAST","15073036105601","KATUMBU PRIMARY SCHOOL",234,144,8,81,0,"Malombe"
"KITUI EAST","15073036105701","INYUU PRIMARY SCHOOL",319,199,65,51,2,"Malombe"
"KITUI EAST","15073036105702","INYUU PRIMARY SCHOOL",325,177,67,80,1,"Malombe"
"KITUI EAST","15073036105801","KIONGWE PRIMARY SCHOOL",343,225,37,70,3,"Malombe"
"KITUI EAST","15073036105901","KITHO PRIMARY SCHOOL",219,104,4,108,2,"Musila"
"KITUI EAST","15073036106001","KANGUU PRIMARY SCHOOL",297,259,9,25,4,"Malombe"
"KITUI EAST","15073036106002","KANGUU PRIMARY SCHOOL",285,232,4,40,5,"Malombe"
"KITUI EAST","15073036106101","KINZENI PRIMARY SCHOOL",110,70,1,37,1,"Malombe"
"KITUI EAST","15073036106201","KIVUMBUNI PRIMARY SCHOOL",351,284,12,51,0,"Malombe"
"KITUI EAST","15073036106301","KWA MUTEI PRIMARY SCHOOL",267,197,21,47,2,"Malombe"
"KITUI EAST","15073036106401","KWA WEWA PRIMARY SCHOOL",253,205,9,37,1,"Malombe"
"KITUI EAST","15073036106501","KALULU PRIMARY SCHOOL",246,215,0,24,1,"Malombe"
"KITUI EAST","15073036106601","UTWIINI PRIMARY SCHOOL",394,292,20,76,6,"Malombe"
"KITUI EAST","15073036106701","KAMAEMBE PRIMARY SCHOOL",178,136,1,35,6,"Malombe"
"KITUI EAST","15073036106801","NDUNGA PRIMARY SCHOOL",135,117,3,14,0,"Malombe"
"KITUI EAST","15073036106901","KIVUTINI PRIMARY  SCHOOL",225,180,5,38,2,"Malombe"
"KITUI EAST","15073036107001","MBANGULO PRIMARY SCHOOL",170,78,3,89,0,"Musila"
"KITUI EAST","15073036107101","MUMBUNI CENTRE",264,197,10,53,1,"Malombe"
"KITUI EAST","15073036107201","KATHUNGU CENTRE",139,101,4,30,2,"Malombe"
"KITUI EAST","15073036107301","KIIMANI PRIMARY SCHOOL",120,95,0,25,0,"Malombe"
"KITUI EAST","15073036107401","HON KIEMA KILONZO PRIMARY SCHOOL",119,65,8,46,0,"Malombe"
"KITUI EAST","15073036107501","NGOMANGO PRIMARY SCHOOL",149,87,4,54,4,"Malombe"
"KITUI EAST","15073036116701","KANZOOKO PRIMARY SCHOOL",99,82,5,8,4,"Malombe"
"KITUI EAST","15073036207601","KALULI PRIMARY SCHOOL",1,1,0,0,0,"Malombe"
"KITUI EAST","15073036207701","KYUKUNI PRIMARY SCHOOL",378,328,6,41,1,"Malombe"
"KITUI EAST","15073036207801","KYAMATU PRIMARY SCHOOL",244,185,5,53,1,"Malombe"
"KITUI EAST","15073036207802","KYAMATU PRIMARY SCHOOL",234,183,7,42,1,"Malombe"
"KITUI EAST","15073036207901","KYAANGO PRIMARY SCHOOL",268,248,2,16,1,"Malombe"
"KITUI EAST","15073036207902","KYAANGO PRIMARY SCHOOL",283,254,6,22,0,"Malombe"
"KITUI EAST","15073036208001","KITHANAKE PRIMARY SCHOOL",217,171,7,35,4,"Malombe"
"KITUI EAST","15073036208101","KIANGINI PRIMARY SCHOOL",157,148,2,7,0,"Malombe"
"KITUI EAST","15073036208201","VOO PRIMARY SCHOOL",304,216,10,73,2,"Malombe"
"KITUI EAST","15073036208301","KALUASI PRIMARY SCHOOL",1,243,14,23,1,"Malombe"
"KITUI EAST","15073036208401","KINAKONI PRIMARY SCHOOL",399,340,7,48,2,"Malombe"
"KITUI EAST","15073036208501","IMALE PRIMARY SCHOOL",298,261,6,27,1,"Malombe"
"KITUI EAST","15073036208601","NTHUNGUNI PRIMARY SCHOOL",213,154,6,49,2,"Malombe"
"KITUI EAST","15073036208701","NDULUNI PRIMARY SCHOOL",364,198,5,149,1,"Malombe"
"KITUI EAST","15073036208801","KASANGU PRIMARY SCHOOL",186,139,3,44,0,"Malombe"
"KITUI EAST","15073036208901","MUTHUNGUE PRIMARY SCHOOL",378,266,13,94,0,"Malombe"
"KITUI EAST","15073036209001","NDITIME PRIMARY SCHOOL",299,200,8,89,1,"Malombe"
"KITUI EAST","15073036209101","MASIKALINI PRIMARY SCHOOL",256,144,4,106,0,"Malombe"
"KITUI EAST","15073036209201","INYOKOONI PRIMARY SCHOOL",150,122,1,26,1,"Malombe"
"KITUI EAST","15073036209301","KALALANI PRIMARY SCHOOL",147,110,3,33,1,"Malombe"
"KITUI EAST","15073036209401","NDULIKYE PRIMARY SCHOOL",148,102,6,39,1,"Malombe"
"KITUI EAST","15073036209501","IKYAATINE PRIMARY SCHOOL",167,120,7,33,1,"Malombe"
"KITUI EAST","15073036209601","KAMWIU PRIMARY SCHOOL",163,128,2,33,0,"Malombe"
"KITUI EAST","15073036209701","KATAKA PRIMARY SCHOOL",128,94,2,31,0,"Malombe"
"KITUI EAST","15073036209801","MUNYUNI PRIMARY SCHOOL",248,181,4,57,4,"Malombe"
"KITUI EAST","15073036209901","NDALANI PRIMARY SCHOOL",46,39,0,7,0,"Malombe"
"KITUI EAST","15073036210001","KATOLONGWE PRIMARY SCHOOL",86,63,1,21,1,"Malombe"
"KITUI EAST","15073036210101","WAANI NURSERY SCHOOL",145,96,2,46,1,"Malombe"
"KITUI EAST","15073036210201","MATUNDU PRIMARY SCHOOL",217,177,3,35,2,"Malombe"
"KITUI EAST","15073036210301","MULOLONGO NURSERY SCHOOL",83,48,3,32,0,"Malombe"
"KITUI EAST","15073036210401","MALATANI  PRIMARY SCHOOL",53,37,3,13,0,"Malombe"
"KITUI EAST","15073036210501","KWA MWENGA PRIMARY SCHOOL",59,47,1,11,0,"Malombe"
"KITUI EAST","15073036210601","NDULANI PRIMARY SCHOOL",151,105,1,44,1,"Malombe"
"KITUI EAST","15073036216901","IMUUMBA PRIMARY SCHOOL",175,155,2,18,0,"Malombe"
"KITUI EAST","15073036217001","MWAMBANI PRIMARY SCHOOL",101,86,2,13,0,"Malombe"
"KITUI EAST","15073036310701","TWAMBUI PRIMARY SCHOOL",275,114,9,149,3,"Musila"
"KITUI EAST","15073036310801","KOI PRIMARY SCHOOL",210,153,52,2,3,"Malombe"
"KITUI EAST","15073036310901","MALALANI PRIMARY SCHOOL",365,248,2,111,3,"Malombe"
"KITUI EAST","15073036311001","MAKUKA PRIMARY SCHOOL",429,282,8,133,2,"Malombe"
"KITUI EAST","15073036311101","IKISAYA PRIMARY SCHOOL",351,246,4,98,0,"Malombe"
"KITUI EAST","15073036311201","NDOVOINI PRIMARY SCHOOL",112,80,2,29,0,"Malombe"
"KITUI EAST","15073036311301","KATUMBI PRIMARY SCHOOL",240,83,3,154,0,"Musila"
"KITUI EAST","15073036311401","ENDAU PRIMARY SCHOOL",311,165,11,132,1,"Malombe"
"KITUI EAST","15073036311402","ENDAU PRIMARY SCHOOL",311,163,13,132,2,"Malombe"
"KITUI EAST","15073036311501","KINANIE PRIMARY SCHOOL",246,120,3,122,0,"Musila"
"KITUI EAST","15073036311601","KALUNGU PRIMARY SCHOOL",173,76,3,92,1,"Musila"
"KITUI EAST","15073036311701","KATHUA PRIMARY SCHOOL",302,116,4,182,0,"Musila"
"KITUI EAST","15073036311801","YIUKU PRIMARY SCHOOL",267,203,5,57,2,"Malombe"
"KITUI EAST","15073036311901","KAUNANGE PRIMARY SCHOOL",291,118,5,168,0,"Musila"
"KITUI EAST","15073036312001","ILILUNI PRIMARY SCHOOL",196,136,2,55,2,"Malombe"
"KITUI EAST","15073036312101","NDOONI PRIMARY SCHOOL",133,109,1,22,1,"Malombe"
"KITUI EAST","15073036312201","MALUINI PRIMARY SCHOOL",56,16,0,40,0,"Musila"
"KITUI EAST","15073036312301","MITAANI PRIMARY SCHOOL",203,85,6,107,3,"Musila"
"KITUI EAST","15073036312401","MAKUTANO PRIMARY SCHOOL",170,144,1,25,0,"Malombe"
"KITUI EAST","15073036312501","KAMUSA PRIMARY SCHOOL",230,144,1,83,2,"Malombe"
"KITUI EAST","15073036312601","MAKAYAUNI PRIMARY SCHOOL",179,118,3,56,2,"Malombe"
"KITUI EAST","15073036312701","KATOONI NURSERY SCHOOL",67,36,1,30,0,"Malombe"
"KITUI EAST","15073036312801","NZOUNI NURSERY SCHOOL",86,51,1,30,0,"Malombe"
"KITUI EAST","15073036312901","MUYUNI NURSERY SCHOOL",105,18,0,84,0,"Musila"
"KITUI EAST","15073036317101","KALWA NURSERY",99,77,2,19,1,"Malombe"
"KITUI EAST","15073036413001","ITIKO PRIMARY SCHOOL",405,78,8,313,1,"Musila"
"KITUI EAST","15073036413101","KIVAKI PRIMARY SCHOOL",163,53,3,103,2,"Musila"
"KITUI EAST","15073036413201","MUKUNGO PRIMARY SCHOOL",57,7,0,50,0,"Musila"
"KITUI EAST","15073036413301","MUTITO PRIMARY SCHOOL",271,85,14,172,15,"Musila"
"KITUI EAST","15073036413302","MUTITO PRIMARY SCHOOL",254,75,8,166,1,"Musila"
"KITUI EAST","15073036413303","MUTITO PRIMARY SCHOOL",273,82,16,269,2,"Musila"
"KITUI EAST","15073036413401","SYOMBANDU PRIMARY SCHOOL",213,68,12,131,1,"Musila"
"KITUI EAST","15073036413501","KILANGA PRIMARY SCHOOL",178,66,4,107,0,"Musila"
"KITUI EAST","15073036413601","YOONYE PRIMARY SCHOOL",345,41,11,290,1,"Musila"
"KITUI EAST","15073036413701","MUSUKINI PRIMARY SCHOOL",322,56,12,251,1,"Musila"
"KITUI EAST","15073036413801","UW'U PRIMARY SCHOOL",327,81,7,237,2,"Musila"
"KITUI EAST","15073036413901","KWA-TUNDU PRIMARY SCHOOL",143,40,4,98,1,"Musila"
"KITUI EAST","15073036414001","KITAKANI PRIMARY SCHOOL",140,52,13,74,0,"Musila"
"KITUI EAST","15073036414101","MASASINI PRIMARY SCHOOL",179,46,5,126,2,"Musila"
"KITUI EAST","15073036414201","MANYOENI PRIMARY SCHOOL",356,126,9,216,0,"Musila"
"KITUI EAST","15073036414301","KAAYO PRIMARY SCHOOL",206,104,5,94,1,"Malombe"
"KITUI EAST","15073036414401","KAKAME PRIMARY SCHOOL",157,54,3,98,1,"Musila"
"KITUI EAST","15073036414501","ITANGANI PRIMARY SCHOOL",207,93,6,107,0,"Musila"
"KITUI EAST","15073036414601","KAWALA PRIMARY SCHOOL",395,242,4,138,1,"Malombe"
"KITUI EAST","15073036414701","IMUATINE PRIMARY SCHOOL",199,128,5,63,2,"Malombe"
"KITUI EAST","15073036414801","KILIKU PRIMARY SCHOOL",271,83,17,167,1,"Musila"
"KITUI EAST","15073036414802","KILIKU PRIMARY SCHOOL",265,64,4,198,2,"Musila"
"KITUI EAST","15073036414901","KITIVO PRIMARY SCHOOL",119,39,3,76,1,"Musila"
"KITUI EAST","15073036415001","MATIA PRIMARY SCHOOL",220,74,19,124,2,"Musila"
"KITUI EAST","15073036415101","YULAMBU PRIMARY SCHOOL",213,49,5,157,2,"Musila"
"KITUI EAST","15073036415201","KAVUTEI PRIMARY SCHOOL",127,41,6,77,1,"Musila"
"KITUI EAST","15073036415301","NDUUNI PRIMARY SCHOOL",74,24,0,50,0,"Musila"
"KITUI EAST","15073036415401","KYAIMU PRIMARY SCHOOL",94,47,0,47,0,"Malombe"
"KITUI EAST","15073036415501","MUTITO YOUTH POLYTECHNIC",171,72,5,93,0,"Musila"
"KITUI EAST","15073036415601","KWA MAILU PRIMARY SCHOOL",84,14,1,67,1,"Musila"
"KITUI EAST","15073036417201","KAMUNYU PRIMARY SCHOOL",111,37,1,73,0,"Musila"
"KITUI SOUTH","15074036500101","KONGO PRIMARY SCHOOL",177,143,2,27,3,"Malombe"
"KITUI SOUTH","15074036500201","NDATANI PRIMARY SCHOOL",301,251,2,47,0,"Malombe"
"KITUI SOUTH","15074036500301","MAKUUNI NURSERY SCHOOL",59,51,1,6,1,"Malombe"
"KITUI SOUTH","15074036500401","KASOYANI PRIMARY SCHOOL",114,96,0,17,0,"Malombe"
"KITUI SOUTH","15074036500501","MUTYAWA PRIMARY SCHOOL",159,125,4,28,2,"Malombe"
"KITUI SOUTH","15074036500601","VOTE PRIMARY SCHOOL",249,207,6,33,3,"Malombe"
"KITUI SOUTH","15074036500701","MUNATHI PRIMARY SCHOOL",74,60,1,12,0,"Malombe"
"KITUI SOUTH","15074036500801","MALANA NURSERY SCHOOL",37,28,3,5,0,"Malombe"
"KITUI SOUTH","15074036500901","MATUA PRIMARY SCHOOL",171,111,3,56,1,"Malombe"
"KITUI SOUTH","15074036501001","MAWENI PRIMARY SCHOOL",60,34,1,24,1,"Malombe"
"KITUI SOUTH","15074036501101","NDITHINI PRIMARY SCHOOL",69,46,2,21,0,"Malombe"
"KITUI SOUTH","15074036501201","KWA SONG'E PRIMARY SCHOOL",278,238,5,32,2,"Malombe"
"KITUI SOUTH","15074036501301","NZALANI PRIMARY SCHOOL",261,168,6,86,0,"Malombe"
"KITUI SOUTH","15074036501401","ST. PETERS PRIMARY SCHOOL",211,155,3,52,0,"Malombe"
"KITUI SOUTH","15074036501501","NDUUNDUNE PRIMARY SCHOOL",236,160,4,70,1,"Malombe"
"KITUI SOUTH","15074036501601","WINGOLOLI PRIMARY SCHOOL",408,293,8,98,1,"Malombe"
"KITUI SOUTH","15074036501701","KYAWANGU PRIMARY SCHOOL",80,60,3,14,1,"Malombe"
"KITUI SOUTH","15074036501801","MWIKIIO NURSERY SCHOOL",90,65,2,19,2,"Malombe"
"KITUI SOUTH","15074036501901","KATHUMULA NURSERY SCHOOL",97,69,2,24,1,"Malombe"
